PGD ID	PGD Type	Meteorite	Technique	12C/13C	14N/15N	d(29Si/28Si)	d(30Si/28Si)
SiC-1993-ALE-000223	Z	Inman	WU 3f	65.4		-56.8	72.7
SiC-1993-ALE-000224	M	Inman	WU 3f	72.0		38.3	39.9
SiC-1993-ALE-000225	M	Inman	WU 3f	46.3		-59.0	-115.7
SiC-1993-ALE-000226	Y	Inman	WU 3f	124.6		30.7	50.4
SiC-1993-ALE-000227	M	Inman	WU 3f	49.4		18.8	32.8
SiC-1993-ALE-000228	M	Inman	WU 3f	45.6		-1.6	25.9
SiC-1993-ALE-000229	Z	Inman	WU 3f	46.8		-62.0	70.7
SiC-1993-ALE-000230	M	Inman	WU 3f	52.7		19.2	15.2
SiC-1993-ALE-000231	M	Inman	WU 3f	50.8		11.0	1.9
SiC-1993-ALE-000232	M	Inman	WU 3f	55.2		21.2	16.2
SiC-1993-ALE-000233	M	Inman	WU 3f	42.7		153.2	112.8
SiC-1993-ALE-000234	M	Inman	WU 3f	57.1		42.3	37.7
SiC-1993-ALE-000235	M	Inman	WU 3f	53.4		42.0	53.2
SiC-1993-ALE-000236	M	Inman	WU 3f	71.3		22.8	37.7
SiC-1993-ALE-000237	Z	Inman	WU 3f	56.5		-49.3	179.8
SiC-1993-ALE-000238	M	Inman	WU 3f	31.3		38.0	47.1
SiC-1993-ALE-000239	M	Inman	WU 3f	44.4		8.9	15.8
SiC-1993-ALE-000240	M	Inman	WU 3f	44.9		70.5	68.4
SiC-1993-ALE-000241	M	Inman	WU 3f	50.8		56.1	68.3
SiC-1993-ALE-000242	M	Inman	WU 3f	57.9		2.8	19.9
SiC-1993-ALE-000243	AB	Inman	WU 3f	4.6		-17.0	-24.8
SiC-1993-HOP-000001	X	Murchison	U Bern 3f	42.8	135	-152	-216
SiC-1993-HOP-000002	Z	Murchison	U Bern 3f	85.6	940	-61	29
SiC-1993-HOP-000003	Y	Murchison	U Bern 3f	105.6	970	-2	37
SiC-1993-HOP-000004	M	Murchison	U Bern 3f	74.0	1028	28	57
SiC-1993-HOP-000005	M	Murchison	U Bern 3f	60.9	809	39	45
SiC-1993-HOP-000006	M	Murchison	U Bern 3f	45.3	1682	141	104
SiC-1993-HOP-000007	AB	Murchison	U Bern 3f	5.2	2725	52	23
SiC-1993-HOP-000008	M	Murchison	U Bern 3f	51.8	1449	43	38
SiC-1993-HOP-000009	M	Murchison	U Bern 3f	62.9	816	-1	50
SiC-1993-HOP-000010	AB	Murchison	U Bern 3f	4.0	154	5	16
SiC-1993-HOP-000011	M	Murchison	U Bern 3f	62.4	1714	44	51
SiC-1993-HOP-000012	AB	Murchison	U Bern 3f	9.0	649	0	26
SiC-1993-HOP-000013	M	Murchison	U Bern 3f	74.9	658	14	-48
SiC-1993-HOP-000014	M	Murchison	U Bern 3f	55.0	970	107	18
SiC-1994-HOP-000001	M	Murchison	WU 3f	52.39	2144	95	91
SiC-1994-HOP-000002	M	Murchison	WU 3f	52.39	589	134	103
SiC-1994-HOP-000003	M	Murchison	WU 3f	45.45	1045	38	45
SiC-1994-HOP-000004	M	Murchison	WU 3f	28.14	445		
SiC-1994-HOP-000005	M	Murchison	WU 3f	72.31	701	17	24
SiC-1994-HOP-000006	M	Murchison	WU 3f	49.84	781		
SiC-1994-HOP-000007	M	Murchison	WU 3f	57.91	2709	106	75
SiC-1994-HOP-000008	M	Murchison	WU 3f	97.96	1547	-60	-38
SiC-1994-HOP-000009	M	Murchison	WU 3f	71.67	2123	30	38
SiC-1994-HOP-000010	M	Murchison	WU 3f	58.22	2011	-6	14
SiC-1994-HOP-000011	M	Murchison	WU 3f	63.57	3430	41	33
SiC-1994-HOP-000012	M	Murchison	WU 3f	86.74	279		
SiC-1994-HOP-000013	M	Murchison	WU 3f	92.51	2333	31	20
SiC-1994-HOP-000014	M	Murchison	WU 3f	33.02	921	98	82
SiC-1994-HOP-000015	M	Murchison	WU 3f	26.70	3204	64	57
SiC-1994-HOP-000016	Y	Murchison	WU 3f	119.69	890	9	48
SiC-1994-HOP-000017	M	Murchison	WU 3f	92.83	563	88	62
SiC-1994-HOP-000018	Y	Murchison	WU 3f	124.01	1492	-31	-5
SiC-1994-HOP-000019	M	Murchison	WU 3f	51.86	2566	103	50
SiC-1994-HOP-000020	M	Murchison	WU 3f	56.47	1383	20	12
SiC-1994-HOP-000021	M	Murchison	WU 3f	33.40	2007	-16	-8
SiC-1994-HOP-000022	M	Murchison	WU 3f	92.57	1866	73	48
SiC-1994-HOP-000023	AB	Murchison	WU 3f	9.80	249	98	66
SiC-1994-HOP-000024	M	Murchison	WU 3f	14.01	747	34	45
SiC-1994-HOP-000025	M	Murchison	WU 3f	65.50	1256	32	31
SiC-1994-HOP-000026	AB	Murchison	WU 3f	8.89	4303	-12	14
SiC-1994-HOP-000027	M	Murchison	WU 3f	65.00	2018	57	28
SiC-1994-HOP-000028	Y	Murchison	WU 3f	154.79	2751	-16	8
SiC-1994-HOP-000029	M	Murchison	WU 3f	82.85	1877	-15	9
SiC-1994-HOP-000030	M	Murchison	WU 3f	68.55	1385	7	43
SiC-1994-HOP-000031	Y	Murchison	WU 3f	130.48	1493	-34	5
SiC-1994-HOP-000032	M	Murchison	WU 3f	95.86	790	38	4
SiC-1994-HOP-000033	M	Murchison	WU 3f	28.83	2844	42	39
SiC-1994-HOP-000034	M	Murchison	WU 3f	65.05	1052	40	31
SiC-1994-HOP-000035	M	Murchison	WU 3f	61.15	1219	39	47
SiC-1994-HOP-000036	M	Murchison	WU 3f	69.45	618	-42	-9
SiC-1994-HOP-000037	AB	Murchison	WU 3f	8.74	917	96	82
SiC-1994-HOP-000038	M	Murchison	WU 3f	64.54	1546	67	65
SiC-1994-HOP-000039	M	Murchison	WU 3f	76.43	815	44	43
SiC-1994-HOP-000040	M	Murchison	WU 3f	28.40	1195	51	49
SiC-1994-HOP-000041	M	Murchison	WU 3f	75.24	566	40	29
SiC-1994-HOP-000042	M	Murchison	WU 3f	63.93	1528	54	59
SiC-1994-HOP-000043	M	Murchison	WU 3f	54.17	214	19	23
SiC-1994-HOP-000044	M	Murchison	WU 3f	91.03	1480	21	20
SiC-1994-HOP-000045	AB	Murchison	WU 3f	5.80	4612	47	36
SiC-1994-HOP-000046	M	Murchison	WU 3f	73.27	595	32	43
SiC-1994-HOP-000047	M	Murchison	WU 3f	74.97	926	18	50
SiC-1994-HOP-000048	M	Murchison	WU 3f	82.11	3907	-36	-5
SiC-1994-HOP-000049	M	Murchison	WU 3f	31.26	2149	19	-3
SiC-1994-HOP-000050	M	Murchison	WU 3f	45.87	1208	40	31
SiC-1994-HOP-000051	M	Murchison	WU 3f	67.17	1623	-19	18
SiC-1994-HOP-000052	M	Murchison	WU 3f	59.77	302	49	36
SiC-1994-HOP-000053	M	Murchison	WU 3f	68.16	1318	76	42
SiC-1994-HOP-000054	M	Murchison	WU 3f	73.34	2101	16	32
SiC-1994-HOP-000055	M	Murchison	WU 3f	45.70	497	-20	13
SiC-1994-HOP-000056	M	Murchison	WU 3f	43.15	1915	145	119
SiC-1994-HOP-000057	M	Murchison	WU 3f	43.79	2151	160	135
SiC-1994-HOP-000058	M	Murchison	WU 3f	54.33	209	17	6
SiC-1994-HOP-000059	M	Murchison	WU 3f	84.06	2394	15	14
SiC-1994-HOP-000060	AB	Murchison	WU 3f	10.12	2955	35	5
SiC-1994-HOP-000061	M	Murchison	WU 3f	47.07	985	7	7
SiC-1994-HOP-000062	M	Murchison	WU 3f	71.94	1555		
SiC-1994-HOP-000063	M	Murchison	WU 3f	77.21	751		
SiC-1994-HOP-000064	M	Murchison	WU 3f	61.22	597	22	45
SiC-1994-HOP-000065	M	Murchison	WU 3f	87.58	772	3	36
SiC-1994-HOP-000066	M	Murchison	WU 3f	33.19	469	136	116
SiC-1994-HOP-000067	M	Murchison	WU 3f	71.26	2270	55	45
SiC-1994-HOP-000068	M	Murchison	WU 3f	45.03	921	17	43
SiC-1994-HOP-000069	M	Murchison	WU 3f	41.89	445	151	124
SiC-1994-HOP-000070	M	Murchison	WU 3f	75.36	2253	35	36
SiC-1994-HOP-000071	M	Murchison	WU 3f	48.24	1348	70	61
SiC-1994-HOP-000072	Y	Murchison	WU 3f	131.12	510		
SiC-1994-HOP-000073	M	Murchison	WU 3f	61.90	1137	53	37
SiC-1994-HOP-000074	M	Murchison	WU 3f	45.50	1578	35	36
SiC-1994-HOP-000075	M	Murchison	WU 3f	92.51	1056	87	69
SiC-1994-HOP-000076	M	Murchison	WU 3f	33.46			
SiC-1994-HOP-000077	M	Murchison	WU 3f	71.01			
SiC-1994-HOP-000078	M	Murchison	WU 3f	68.16			
SiC-1994-HOP-000079	M	Murchison	WU 3f	43.21			
SiC-1994-HOP-000080	M	Murchison	WU 3f	54.00			
SiC-1994-HOP-000081	Y	Murchison	WU 3f	112.44		6	46
SiC-1994-HOP-000082	M	Murchison	WU 3f	27.98			
SiC-1994-HOP-000083	Y	Murchison	WU 3f & ANU SHRIMP	153.44	838	-7	60
SiC-1994-HOP-000084	M	Murchison	WU 3f	75.58			
SiC-1994-HOP-000085	M	Murchison	WU 3f	66.75			
SiC-1994-HOP-000086	M	Murchison	WU 3f	67.85			
SiC-1994-HOP-000087	M	Murchison	WU 3f	59.89			
SiC-1994-HOP-000088	AB	Murchison	WU 3f	3.26			
SiC-1994-HOP-000089	M	Murchison	WU 3f	61.77			
SiC-1994-HOP-000090	M	Murchison	WU 3f	87.76			
SiC-1994-HOP-000091	M	Murchison	WU 3f	63.65			
SiC-1994-HOP-000092	M	Murchison	WU 3f	43.69			
SiC-1994-HOP-000093	M	Murchison	WU 3f	55.93			
SiC-1994-HOP-000094	M	Murchison	WU 3f	83.60			
SiC-1994-HOP-000095	M	Murchison	WU 3f	67.81			
SiC-1994-HOP-000096	M	Murchison	WU 3f	54.04			
SiC-1994-HOP-000097	M	Murchison	WU 3f	40.93			
SiC-1994-HOP-000098	M	Murchison	WU 3f	55.67			
SiC-1994-HOP-000099	M	Murchison	WU 3f	76.59			
SiC-1994-HOP-000100	AB	Murchison	WU 3f	9.30			
SiC-1994-HOP-000101	M	Murchison	WU 3f	43.30			
SiC-1994-HOP-000102	M	Murchison	WU 3f	48.73			
SiC-1994-HOP-000103	M	Murchison	WU 3f	53.62			
SiC-1994-HOP-000104	M	Murchison	WU 3f	66.04			
SiC-1994-HOP-000105	M	Murchison	WU 3f	93.13			
SiC-1994-HOP-000106	M	Murchison	WU 3f	62.05			
SiC-1994-HOP-000107	M	Murchison	WU 3f	62.38			
SiC-1994-HOP-000108	M	Murchison	WU 3f	29.25			
SiC-1994-HOP-000109	M	Murchison	WU 3f	63.22			
SiC-1994-HOP-000110	M	Murchison	WU 3f	48.02			
SiC-1994-HOP-000111	M	Murchison	WU 3f	51.79			
SiC-1994-HOP-000112	M	Murchison	WU 3f	59.25			
SiC-1994-HOP-000113	M	Murchison	WU 3f	48.53			
SiC-1994-HOP-000114	M	Murchison	WU 3f	42.57			
SiC-1994-HOP-000115	M	Murchison	WU 3f	43.23			
SiC-1994-HOP-000116	M	Murchison	WU 3f	52.59			
SiC-1994-HOP-000117	M	Murchison	WU 3f	53.84			
SiC-1994-HOP-000118	M	Murchison	WU 3f	52.79			
SiC-1994-HOP-000119	M	Murchison	WU 3f	61.18			
SiC-1994-HOP-000120	M	Murchison	WU 3f	53.38			
SiC-1994-HOP-000121	M	Murchison	WU 3f	69.47			
SiC-1994-HOP-000122	M	Murchison	WU 3f	54.86			
SiC-1994-HOP-000123	M	Murchison	WU 3f	54.40			
SiC-1994-HOP-000124	M	Murchison	WU 3f	61.69			
SiC-1994-HOP-000125	M	Murchison	WU 3f	51.54			
SiC-1994-HOP-000126	M	Murchison	WU 3f	77.09			
SiC-1994-HOP-000127	M	Murchison	WU 3f	57.17			
SiC-1994-HOP-000128	M	Murchison	WU 3f	72.50			
SiC-1994-HOP-000129	M	Murchison	WU 3f	54.00			
SiC-1994-HOP-000130	M	Murchison	WU 3f	75.95			
SiC-1994-HOP-000131	M	Murchison	WU 3f	63.03			
SiC-1994-HOP-000132	M	Murchison	WU 3f	51.97			
SiC-1994-HOP-000133	M	Murchison	WU 3f	53.78			
SiC-1994-HOP-000134	AB	Murchison	WU 3f	3.84			
SiC-1994-HOP-000135	M	Murchison	WU 3f	97.72			
SiC-1994-HOP-000136	M	Murchison	WU 3f	28.20			
SiC-1994-HOP-000137	AB	Murchison	WU 3f	5.11			
SiC-1994-HOP-000138	M	Murchison	WU 3f	61.49			
SiC-1994-HOP-000139	M	Murchison	WU 3f	64.38			
SiC-1994-HOP-000140	M	Murchison	WU 3f	57.19			
SiC-1994-HOP-000141	M	Murchison	WU 3f	50.44			
SiC-1994-HOP-000142	M	Murchison	WU 3f	68.91			
SiC-1994-HOP-000143	M	Murchison	WU 3f	43.50			
SiC-1994-HOP-000144	M	Murchison	WU 3f	46.50			
SiC-1994-HOP-000145	M	Murchison	WU 3f	45.46			
SiC-1994-HOP-000146	M	Murchison	WU 3f	63.33			
SiC-1994-HOP-000147	M	Murchison	WU 3f	34.71			
SiC-1994-HOP-000148	M	Murchison	WU 3f	50.99			
SiC-1994-HOP-000149	M	Murchison	WU 3f	45.47			
SiC-1994-HOP-000150	M	Murchison	WU 3f	50.20		80	84
SiC-1994-HOP-000151	M	Murchison	WU 3f	76.88			
SiC-1994-HOP-000152	M	Murchison	WU 3f	55.29			
SiC-1994-HOP-000153	M	Murchison	WU 3f	28.17			
SiC-1994-HOP-000154	M	Murchison	WU 3f	56.06			
SiC-1994-HOP-000155	M	Murchison	WU 3f	73.53			
SiC-1994-HOP-000156	M	Murchison	WU 3f	64.76			
SiC-1994-HOP-000157	M	Murchison	WU 3f	62.87			
SiC-1994-HOP-000158	M	Murchison	WU 3f	47.14			
SiC-1994-HOP-000159	M	Murchison	WU 3f	90.17			
SiC-1994-HOP-000160	M	Murchison	WU 3f	46.43			
SiC-1994-HOP-000161	M	Murchison	WU 3f	61.75			
SiC-1994-HOP-000162	M	Murchison	WU 3f	51.98			
SiC-1994-HOP-000163	M	Murchison	WU 3f	80.91			
SiC-1994-HOP-000164	M	Murchison	WU 3f	53.57			
SiC-1994-HOP-000165	M	Murchison	WU 3f	50.59			
SiC-1994-HOP-000166	M	Murchison	WU 3f	51.37			
SiC-1994-HOP-000167	M	Murchison	WU 3f	51.81			
SiC-1994-HOP-000168	AB	Murchison	WU 3f	3.14			
SiC-1994-HOP-000169	M	Murchison	WU 3f	77.65			
SiC-1994-HOP-000170	M	Murchison	WU 3f	40.45			
SiC-1994-HOP-000171	M	Murchison	WU 3f	59.27			
SiC-1994-HOP-000172	M	Murchison	WU 3f	69.56			
SiC-1994-HOP-000173	M	Murchison	WU 3f	36.18			
SiC-1994-HOP-000174	M	Murchison	WU 3f	51.77			
SiC-1994-HOP-000175	M	Murchison	WU 3f	65.00			
SiC-1994-HOP-000176	M	Murchison	WU 3f	71.47			
SiC-1994-HOP-000177	M	Murchison	WU 3f	29.05			
SiC-1994-HOP-000178	M	Murchison	WU 3f	69.87			
SiC-1994-HOP-000179	M	Murchison	WU 3f & ANU SHRIMP	54.99	1231	142	102
SiC-1994-HOP-000180	M	Murchison	WU 3f & ANU SHRIMP	44.84	2570	-27	4
SiC-1994-HOP-000181	M	Murchison	WU 3f & ANU SHRIMP	68.33	788	27	38
SiC-1994-HOP-000182	M	Murchison	WU 3f & ANU SHRIMP	63.38	2696	50	49
SiC-1994-HOP-000183	M	Murchison	WU 3f & ANU SHRIMP	19.43	1736	72	57
SiC-1994-HOP-000184	M	Murchison	WU 3f & ANU SHRIMP	76.15	2708	45	48
SiC-1994-HOP-000185	M	Murchison	WU 3f & ANU SHRIMP	41.71	1818	82	89
SiC-1994-HOP-000186	M	Murchison	WU 3f	41.30	1259		
SiC-1994-HOP-000187	M	Murchison	WU 3f & ANU SHRIMP	61.35	2741	76	63
SiC-1994-HOP-000188	M	Murchison	WU 3f & ANU SHRIMP	45.55	4695	57	38
SiC-1994-HOP-000189	M	Murchison	WU 3f & ANU SHRIMP	80.74	3003	3	29
SiC-1994-HOP-000190	M	Murchison	WU 3f	24.29	4485	34	50
SiC-1994-HOP-000191	M	Murchison	WU 3f	68.41	1871	24	44
SiC-1994-HOP-000192	M	Murchison	WU 3f & ANU SHRIMP	51.54	1138	96	83
SiC-1994-HOP-000193	M	Murchison	WU 3f & ANU SHRIMP	47.80	845	70	70
SiC-1994-HOP-000194	M	Murchison	WU 3f & ANU SHRIMP	64.46	1486	48	42
SiC-1994-HOP-000195	M	Murchison	WU 3f	55.63	1384	50	51
SiC-1994-HOP-000196	M	Murchison	WU 3f & ANU SHRIMP	59.85	1008	115	90
SiC-1994-HOP-000197	M	Murchison	WU 3f & ANU SHRIMP	63.29	2448	43	50
SiC-1994-HOP-000198	M	Murchison	WU 3f & ANU SHRIMP	56.87	1176	36	48
SiC-1994-HOP-000199	M	Murchison	WU 3f & ANU SHRIMP	49.08	328	72	75
SiC-1994-HOP-000200	M	Murchison	WU 3f & ANU SHRIMP	49.22	346	1	19
SiC-1994-HOP-000201	M	Murchison	WU 3f & ANU SHRIMP	79.69	683	32	34
SiC-1994-HOP-000202	M	Murchison	WU 3f	47.72	425	63	70
SiC-1994-HOP-000203	M	Murchison	WU 3f	64.86	1373	40	57
SiC-1994-HOP-000204	M	Murchison	WU 3f	95.48	2833	-4	27
SiC-1994-HOP-000205	Y	Murchison	WU 3f	104.29			
SiC-1994-HOP-000206	M	Murchison	WU 3f	51.58			
SiC-1994-HOP-000207	M	Murchison	WU 3f	75.72			
SiC-1994-HOP-000208	M	Murchison	WU 3f	61.77			
SiC-1994-HOP-000209	M	Murchison	WU 3f	44.92			
SiC-1994-HOP-000210	M	Murchison	WU 3f	69.50			
SiC-1994-HOP-000211	M	Murchison	WU 3f	62.82			
SiC-1994-HOP-000212	M	Murchison	WU 3f	47.03			
SiC-1994-HOP-000213	M	Murchison	WU 3f	65.66			
SiC-1994-HOP-000214	M	Murchison	WU 3f	50.71			
SiC-1994-HOP-000215	M	Murchison	WU 3f	69.89			
SiC-1994-HOP-000216	M	Murchison	WU 3f	41.85			
SiC-1994-HOP-000217	M	Murchison	WU 3f	93.33			
SiC-1994-HOP-000218	M	Murchison	WU 3f	50.92			
SiC-1994-HOP-000219	M	Murchison	WU 3f	57.65			
SiC-1994-HOP-000220	M	Murchison	WU 3f	47.12			
SiC-1994-HOP-000221	M	Murchison	WU 3f	77.02			
SiC-1994-HOP-000222	M	Murchison	WU 3f	67.26			
SiC-1994-HOP-000223	M	Murchison	WU 3f	64.40			
SiC-1994-HOP-000224	M	Murchison	WU 3f	61.98			
SiC-1994-HOP-000225	M	Murchison	WU 3f	50.76			
SiC-1994-HOP-000226	M	Murchison	WU 3f	57.53			
SiC-1994-HOP-000227	M	Murchison	WU 3f	70.13			
SiC-1994-HOP-000228	Y	Murchison	WU 3f	175.18	4954	8	78
SiC-1994-HOP-000229	M	Murchison	WU 3f	90.30			
SiC-1994-HOP-000230	M	Murchison	WU 3f	57.46			
SiC-1994-HOP-000231	M	Murchison	WU 3f	80.14			
SiC-1994-HOP-000232	M	Murchison	WU 3f	56.99			
SiC-1994-HOP-000233	Y	Murchison	WU 3f	161.51	2962	-5	47
SiC-1994-HOP-000234	M	Murchison	WU 3f	57.76			
SiC-1994-HOP-000235	M	Murchison	WU 3f	14.17		24	36
SiC-1994-HOP-000236	M	Murchison	WU 3f	67.56			
SiC-1994-HOP-000237	M	Murchison	WU 3f	78.05			
SiC-1994-HOP-000238	M	Murchison	WU 3f	57.52			
SiC-1994-HOP-000239	M	Murchison	WU 3f	63.25			
SiC-1994-HOP-000240	M	Murchison	WU 3f	63.61			
SiC-1994-HOP-000241	M	Murchison	WU 3f	93.75			
SiC-1994-HOP-000242	M	Murchison	WU 3f	61.29			
SiC-1994-HOP-000243	M	Murchison	WU 3f	20.26			
SiC-1994-HOP-000244	M	Murchison	WU 3f	82.29			
SiC-1994-HOP-000245	M	Murchison	WU 3f	41.63			
SiC-1994-HOP-000246	M	Murchison	WU 3f	64.23			
SiC-1994-HOP-000247	M	Murchison	WU 3f	67.91			
SiC-1994-HOP-000248	M	Murchison	WU 3f	61.67			
SiC-1994-HOP-000249	M	Murchison	WU 3f	69.43			
SiC-1994-HOP-000250	M	Murchison	WU 3f	75.42			
SiC-1994-HOP-000251	M	Murchison	WU 3f	55.89			
SiC-1994-HOP-000252	M	Murchison	WU 3f	55.54			
SiC-1994-HOP-000253	M	Murchison	WU 3f	93.47			
SiC-1994-HOP-000254	M	Murchison	WU 3f	63.77		58	66
SiC-1994-HOP-000255	M	Murchison	WU 3f	95.37			
SiC-1994-HOP-000256	M	Murchison	WU 3f	97.17			
SiC-1994-HOP-000257	M	Murchison	WU 3f	52.56			
SiC-1994-HOP-000258	M	Murchison	WU 3f	87.54			
SiC-1994-HOP-000259	M	Murchison	WU 3f	48.44			
SiC-1994-HOP-000260	M	Murchison	WU 3f	62.81			
SiC-1994-HOP-000261	M	Murchison	WU 3f	50.09			
SiC-1994-HOP-000262	M	Murchison	WU 3f	52.65			
SiC-1994-HOP-000263	M	Murchison	WU 3f	75.04			
SiC-1994-HOP-000264	AB	Murchison	WU 3f	4.80		136	105
SiC-1994-HOP-000265	M	Murchison	WU 3f	54.57			
SiC-1994-HOP-000266	M	Murchison	WU 3f	85.99			
SiC-1994-HOP-000267	M	Murchison	WU 3f	50.42			
SiC-1994-HOP-000268	M	Murchison	WU 3f & ANU SHRIMP	77.76			
SiC-1994-HOP-000269	M	Murchison	WU 3f	64.85			
SiC-1994-HOP-000270	M	Murchison	WU 3f	58.36			
SiC-1994-HOP-000271	M	Murchison	WU 3f	67.96			
SiC-1994-HOP-000272	M	Murchison	WU 3f	51.50			
SiC-1994-HOP-000273	M	Murchison	WU 3f	59.69			
SiC-1994-HOP-000274	M	Murchison	WU 3f	72.38			
SiC-1994-HOP-000275	M	Murchison	WU 3f	87.08			
SiC-1994-HOP-000276	M	Murchison	WU 3f	55.79			
SiC-1994-HOP-000277	M	Murchison	WU 3f	68.77			
SiC-1994-HOP-000278	M	Murchison	WU 3f	54.04			
SiC-1994-HOP-000279	M	Murchison	WU 3f	82.79			
SiC-1994-HOP-000280	M	Murchison	WU 3f	39.15			
SiC-1994-HOP-000281	M	Murchison	WU 3f	25.92			
SiC-1994-HOP-000282	M	Murchison	WU 3f	54.79			
SiC-1994-HOP-000283	M	Murchison	WU 3f	55.09			
SiC-1994-HOP-000284	M	Murchison	WU 3f	22.25			
SiC-1994-HOP-000285	M	Murchison	WU 3f	94.36			
SiC-1994-HOP-000286	M	Murchison	WU 3f	63.70			
SiC-1994-HOP-000287	M	Murchison	WU 3f	62.08			
SiC-1994-HOP-000288	M	Murchison	WU 3f	69.02			
SiC-1994-HOP-000289	M	Murchison	WU 3f	49.59			
SiC-1994-HOP-000290	M	Murchison	WU 3f	47.86			
SiC-1994-HOP-000291	M	Murchison	WU 3f	45.92			
SiC-1994-HOP-000292	M	Murchison	WU 3f	22.30			
SiC-1994-HOP-000293	M	Murchison	WU 3f	37.91			
SiC-1994-HOP-000294	M	Murchison	WU 3f	37.45			
SiC-1994-HOP-000295	M	Murchison	WU 3f	90.99			
SiC-1994-HOP-000296	M	Murchison	WU 3f	54.10		63	55
SiC-1994-HOP-000297	M	Murchison	WU 3f	50.22		40	48
SiC-1994-HOP-000298	M	Murchison	WU 3f	74.12			
SiC-1994-HOP-000299	M	Murchison	WU 3f	64.33			
SiC-1994-HOP-000300	M	Murchison	WU 3f	39.99			
SiC-1994-HOP-000301	M	Murchison	WU 3f	78.32			
SiC-1994-HOP-000302	M	Murchison	WU 3f	21.11			
SiC-1994-HOP-000303	AB	Murchison	WU 3f	2.78		37	47
SiC-1994-HOP-000304	M	Murchison	WU 3f	77.04		47	49
SiC-1994-HOP-000305	M	Murchison	WU 3f	73.26			
SiC-1994-HOP-000306	M	Murchison	WU 3f	55.48		113	91
SiC-1994-HOP-000307	M	Murchison	WU 3f	39.81		-10	13
SiC-1994-HOP-000308	M	Murchison	WU 3f	55.66			
SiC-1994-HOP-000309	M	Murchison	WU 3f	76.00			
SiC-1994-HOP-000310	M	Murchison	WU 3f	57.41			
SiC-1994-HOP-000311	M	Murchison	WU 3f	94.01			
SiC-1994-HOP-000312	M	Murchison	WU 3f	61.51			
SiC-1994-HOP-000313	M	Murchison	WU 3f	47.18			
SiC-1994-HOP-000314	M	Murchison	WU 3f	51.40			
SiC-1994-HOP-000315	M	Murchison	WU 3f	66.00			
SiC-1994-HOP-000316	M	Murchison	WU 3f	62.02			
SiC-1994-HOP-000317	M	Murchison	WU 3f	53.90			
SiC-1994-HOP-000318	AB	Murchison	WU 3f	3.15		-22	-13
SiC-1994-HOP-000319	AB	Murchison	WU 3f & ANU SHRIMP	4.35		187	130
SiC-1994-HOP-000320	M	Murchison	WU 3f	50.69			
SiC-1994-HOP-000321	M	Murchison	WU 3f	38.07			
SiC-1994-HOP-000322	M	Murchison	WU 3f	81.65			
SiC-1994-HOP-000323	M	Murchison	WU 3f	46.21			
SiC-1994-HOP-000324	M	Murchison	WU 3f	61.50			
SiC-1994-HOP-000325	M	Murchison	WU 3f	23.16		3	15
SiC-1994-HOP-000326	M	Murchison	WU 3f	29.17			
SiC-1994-HOP-000327	M	Murchison	WU 3f	64.80			
SiC-1994-HOP-000328	M	Murchison	WU 3f	62.68			
SiC-1994-HOP-000329	M	Murchison	WU 3f	62.37			
SiC-1994-HOP-000330	M	Murchison	WU 3f	51.01			
SiC-1994-HOP-000331	M	Murchison	WU 3f	58.95			
SiC-1994-HOP-000332	M	Murchison	WU 3f	52.66			
SiC-1994-HOP-000333	M	Murchison	WU 3f	51.03			
SiC-1994-HOP-000334	M	Murchison	WU 3f	47.06			
SiC-1994-HOP-000335	AB	Murchison	WU 3f	2.62		-22	-8
SiC-1994-HOP-000336	M	Murchison	WU 3f	47.92			
SiC-1994-HOP-000337	M	Murchison	WU 3f	50.19			
SiC-1994-HOP-000338	M	Murchison	WU 3f	58.56			
SiC-1994-HOP-000339	M	Murchison	WU 3f	50.42			
SiC-1994-HOP-000340	M	Murchison	WU 3f	48.62			
SiC-1994-HOP-000341	M	Murchison	WU 3f	33.19			
SiC-1994-HOP-000342	M	Murchison	WU 3f	74.99			
SiC-1994-HOP-000343	M	Murchison	WU 3f	48.27			
SiC-1994-HOP-000344	M	Murchison	WU 3f	48.32			
SiC-1994-HOP-000345	M	Murchison	WU 3f	52.14			
SiC-1994-HOP-000346	M	Murchison	WU 3f	47.09			
SiC-1994-HOP-000347	M	Murchison	WU 3f	61.10			
SiC-1994-HOP-000348	M	Murchison	WU 3f	48.26			
SiC-1994-HOP-000349	M	Murchison	WU 3f	66.45		29	25
SiC-1994-HOP-000350	AB	Murchison	WU 3f	3.06		-11	11
SiC-1994-HOP-000351	AB	Murchison	WU 3f	3.75		47	33
SiC-1994-HOP-000352	M	Murchison	WU 3f	33.11		122	103
SiC-1994-HOP-000353	M	Murchison	WU 3f	91.74			
SiC-1994-HOP-000354	M	Murchison	WU 3f	64.86			
SiC-1994-HOP-000355	M	Murchison	WU 3f	72.98			
SiC-1994-HOP-000356	M	Murchison	WU 3f	44.59		89	72
SiC-1994-HOP-000357	M	Murchison	WU 3f	64.64			
SiC-1994-HOP-000358	M	Murchison	WU 3f	62.97			
SiC-1994-HOP-000359	M	Murchison	WU 3f	64.05			
SiC-1994-HOP-000360	M	Murchison	WU 3f	50.67			
SiC-1994-HOP-000361	M	Murchison	WU 3f	87.32			
SiC-1994-HOP-000362	AB	Murchison	WU 3f	9.13		11	30
SiC-1994-HOP-000363	M	Murchison	WU 3f	92.45			
SiC-1994-HOP-000364	M	Murchison	WU 3f	53.48			
